Day Number,Day of the Year,Date,"Air Temperature (24hr, K)",Air Temperature (24hr) strength,"Air Temperature (daytime, K)",Air Temperature (daytime) strength,"Relative Humidity (24hr, fraction)",Relative Humidity (24hr) strength,"Relative Humidity (daytime, fraction)",Relative Humidity (daytime) strength,"Pressure (24hr, kPa)",Pressure (24hr) strength,"Pressure (daytime, kPa)",Pressure (12hr) strength,"Soil Moisture (24hr, %)",Soil Moisture (24hr) strength,"Soil Moisture (daytime, %)",Soil Moisture (daytime) strength,"Net Radiation (24hr, W/m^2)",Net Radiation (24hr) strength,"Net Radiation (daytime, W/m^2)",Net Radiation (daytime) strength,"Ground Heat Flux (24hr, W/m^2)",Ground Heat Flux (24hr) strength,"Ground Heat Flux (daytime, W/m^2)",Ground Heat Flux (daytime) strength,"Latent Heat Flux (24hr, W/m^2)",Latent Heat Flux (24hr) strength,"Latent Heat Flux (daytime, W/m^2)",Latent Heat Flux (daytime) strength,"Sensible Heat Flux (24hr, W/m^2)",Sensible Heat Flux (24hr) strength,"Sensible Heat Flux (daytime, W/m^2)",Sensible Heat Flux (daytime) strength,Precipitation (m),Snowfall (m),Day Number,Day of the Year,Date
1527,66,07-Mar-97,12.127383,48,14.38624,25,0.514173,48,0.422136,25,97.256729,48,97.218,25,33.147899,46,33.213881,25,79.887608,48,200.920608,25,-10.326072,44,-35.835018,23,22.77387,10,36.174857,7,-215.737273,11,-212.723571,7,0,0,1527,66,35496
1528,67,08-Mar-97,12.927108,48,13.54948,25,0.984358,48,0.979656,25,97.237021,48,97.29144,25,34.164303,48,34.872735,25,18.28914,48,42.696416,25,-16.445404,48,-27.863583,25,-0.379188,8,11.77005,2,2.627311,9,-8.4508,2,0.00127,0,1528,67,35497
1529,68,09-Mar-97,14.354021,34,16.641091,11,0.782065,34,0.796527,11,97.276382,34,97.228091,11,34.13859,34,35.237454,11,-12.308862,34,31.655664,11,-5.24665,33,-20.603341,11,96.1222,7,-8.5049,1,20.38665,6,7.2409,1,0,0,1529,68,35498
1530,69,10-Mar-97,12.030615,48,14.766736,25,0.478829,48,0.380152,25,97.284354,48,97.29972,25,32.499605,48,33.662008,25,98.480075,48,240.744904,25,-9.407567,46,-36.767601,25,19.826864,11,27.457,7,-137.665455,11,-240.654429,7,0,0,1530,69,35499
1531,70,11-Mar-97,17.614304,48,21.029676,25,0.539465,48,0.467552,25,97.031375,48,97.06488,25,35.790833,48,35.04773,25,90.696417,48,224.1334,25,-21.906544,47,-49.270531,24,15.63727,27,29.338957,14,-73.889704,28,-180.112847,15,0,0,1531,70,35500
1532,71,12-Mar-97,15.262438,48,17.38396,25,0.705198,48,0.615504,25,96.849854,48,96.90876,25,34.986021,47,35.237023,24,57.353438,48,133.904208,25,-12.557333,47,-25.630812,24,42.116481,27,31.128567,15,-67.094989,27,-85.825613,15,0,0,1532,71,35501
1533,72,13-Mar-97,11.750317,48,13.37964,25,0.905592,48,0.896248,25,96.185312,48,96.03628,25,34.414159,48,35.139365,25,35.845815,48,73.32874,25,-7.413849,47,-15.2048,25,14.244221,28,29.43115,16,-28.108054,28,-52.693725,16,0,0,1533,72,35502
1534,73,14-Mar-97,2.052035,34,2.590205,19,0.448676,34,0.362226,19,97.706735,34,97.828895,19,32.491704,33,31.990453,18,159.417291,34,322.098579,19,-0.435876,32,-30.496901,17,279.072,6,19.933,4,-163.82775,4,-163.82775,4,0,0,1534,73,35503
1535,74,15-Mar-97,3.025344,48,5.435924,25,0.459662,48,0.35684,25,97.820667,48,97.8696,25,31.821036,47,32.562981,25,108.066285,48,253.812068,25,-3.913677,45,-34.086696,24,25.3142,8,37.383433,6,-137.678,8,-177.9495,6,0,0,1535,74,35504
1536,75,16-Mar-97,7.271265,48,8.694068,25,0.672796,48,0.633648,25,97.38325,48,97.41216,25,33.5018,47,33.89045,24,37.119506,48,79.95356,25,-0.288993,45,-11.865228,23,100.44895,6,1.322467,3,-57.452343,7,-76.642667,3,0,0,1536,75,35505
1537,76,17-Mar-97,14.497417,48,15.302536,25,0.884469,48,0.85602,25,96.728875,48,96.70836,25,33.151671,48,33.320257,25,60.793621,48,138.902932,25,-21.566028,47,-34.721867,25,5.678718,11,29.20002,5,-1.57775,12,-26.652217,6,0,0,1537,76,35506
1538,77,18-Mar-97,12.525935,48,12.50984,25,0.823819,48,0.809468,25,97.180479,48,97.26784,25,33.255756,48,33.76437,25,17.803642,48,82.872472,25,-2.979111,47,-10.353744,25,45.2825,15,6.9007,6,7.100814,14,-32.485767,6,0,0,1538,77,35507
1539,78,19-Mar-97,7.157929,48,8.224576,25,0.739029,48,0.692656,25,97.673208,48,97.7798,25,32.52488,47,34.029503,25,106.854223,48,232.954932,25,-7.837207,46,-30.062222,25,16.36243,10,20.165737,8,-228.71684,10,-289.5705,8,0,0,1539,78,35508
1540,79,20-Mar-97,16.870137,48,21.031812,25,0.510177,48,0.38504,25,96.990479,48,97.03472,25,33.740984,48,33.959829,25,107.175821,48,252.039296,25,-15.952297,48,-49.067452,25,83.509089,18,65.03,10,-142.115,16,-247.7766,10,0,0,1540,79,35509
1541,80,21-Mar-97,21.254104,48,24.38428,25,0.391406,48,0.338692,25,96.323875,48,96.21856,25,34.712991,48,34.443098,25,107.738712,48,265.713048,25,-29.289097,48,-62.788136,25,24.885295,21,73.95995,6,26.8467,20,-67.0238,5,0,0,1541,80,35510
1542,81,22-Mar-97,13.694079,48,14.744248,25,0.371608,48,0.333324,25,97.041792,48,97.1266,25,35.117976,48,34.666055,25,108.768823,48,266.6301,25,-9.648819,48,-36.868859,25,28.124558,31,33.194618,11,-41.255333,30,-198.897,11,0,0,1542,81,35511
1543,82,23-Mar-97,15.059298,48,18.21232,25,0.403296,48,0.32424,25,96.852854,48,96.93156,25,34.76898,48,35.229346,25,106.046119,48,249.896428,25,-7.410475,48,-33.172793,25,27.251856,27,34.049253,17,-132.10835,26,-215.052829,17,0,0,1543,82,35512
1544,83,24-Mar-97,19.666604,48,21.13324,25,0.621475,48,0.65408,25,95.999354,48,95.94612,25,34.421204,48,35.079292,25,61.590277,48,157.948612,25,-18.247377,48,-34.14812,25,62.212804,23,56.007575,12,-47.358762,21,-133.022636,11,0.007112,0,1544,83,35513
1545,84,25-Mar-97,10.214819,48,10.569556,25,0.548238,48,0.463888,25,97.159667,48,97.30504,25,35.920128,48,36.516627,25,134.255729,48,285.503708,25,3.6299,48,-17.065985,25,62.743717,29,72.459294,17,-166.509387,30,-277.415529,17,0,0,1545,84,35514
1546,85,26-Mar-97,11.724181,48,14.813432,25,0.39466,48,0.304636,25,97.514146,48,97.61928,25,33.460532,48,32.89592,25,116.306779,48,273.370496,25,-7.058531,48,-41.274649,25,32.275011,9,52.283,3,-40.081444,9,-234.531667,3,0,0,1546,85,35515
1547,86,27-Mar-97,16.738608,48,17.59456,25,0.430146,48,0.460084,25,96.270688,48,96.3338,25,33.685681,45,35.541983,25,93.301521,48,222.46112,25,-12.759762,44,-30.591199,25,10.329341,22,21.688308,13,-156.777343,23,-223.080923,13,0,0,1547,86,35516
1548,87,28-Mar-97,16.794698,48,18.14192,25,0.320121,48,0.292688,25,96.086438,48,96.2592,25,34.67499,48,35.883632,25,118.475919,48,283.084644,25,-6.949923,48,-31.831785,25,93.376395,21,57.503741,17,-215.25865,20,-259.772,17,0,0,1548,87,35517
1549,88,29-Mar-97,16.794067,48,20.872156,25,0.413181,48,0.350352,25,96.390083,48,96.35556,25,34.515994,48,35.206457,25,126.525844,48,287.0829,25,-16.795112,48,-48.267855,25,54.442521,14,58.084822,9,-164.846785,13,-251.757333,9,0,0,1549,88,35518
1550,89,30-Mar-97,10.932769,48,12.399252,25,0.528902,48,0.484536,25,97.495167,48,97.59156,25,34.503107,48,34.282612,25,124.295812,48,292.80032,25,-4.706418,48,-33.081562,25,26.334357,23,44.054086,14,-163.825577,22,-279.602479,14,0,0,1550,89,35519
1551,90,31-Mar-97,12.851369,48,15.68704,25,0.417283,48,0.321292,25,97.418,48,97.48304,25,32.80964,48,32.665612,25,107.832658,48,242.691304,25,-2.515731,48,-30.414488,25,92.33225,14,68.065875,8,-114.737846,13,-183.76075,8,0,0,1551,90,35520
1552,91,01-Apr-97,14.305156,48,15.09108,25,0.592575,48,0.594124,25,96.898729,48,96.87716,25,34.407332,48,34.22448,25,41.148906,48,109.445344,25,-3.950251,48,-14.629361,25,56.704092,24,87.108742,12,-48.896155,22,-131.549636,11,0,0,1552,91,35521
1553,92,02-Apr-97,16.881604,48,16.91376,25,0.772169,48,0.825732,25,97.193708,48,97.23612,25,34.182501,48,35.008706,25,35.929319,48,80.260052,25,-10.604743,48,-17.418897,25,67.016438,26,43.1748,18,-23.804128,25,-39.1481,18,0,0,1553,92,35522
1554,93,03-Apr-97,16.395063,48,17.81068,25,0.803756,48,0.72542,25,96.744563,48,96.81192,25,34.842516,48,35.357185,25,51.879515,48,106.761564,25,-9.817528,48,-19.153988,25,35.549106,32,62.178094,18,-55.781122,32,-54.0368,18,0.021082,0,1554,93,35523
1555,94,04-Apr-97,16.11495,20,16.839875,8,0.989405,20,0.99395,8,95.6923,20,95.594,8,35.216471,19,30.89758,7,4.562705,20,13.439712,8,-9.337949,18,-14.739412,6,5.197146,13,9.371133,3,8.776038,13,0.087133,3,0.02794,0,1555,94,35524
1556,95,05-Apr-97,16.455213,46,17.863712,25,0.525315,46,0.443708,25,95.227848,46,95.1584,25,38.007627,46,37.535996,25,160.495174,46,330.52712,25,-6.882652,46,-27.580161,25,80.445232,25,109.618733,15,-92.709664,25,-192.5706,15,0,0,1556,95,35525
1557,96,06-Apr-97,9.220265,48,10.463708,25,0.446392,48,0.35282,25,97.054354,48,97.22452,25,36.88852,47,38.334914,25,128.793062,48,301.55264,25,0.673778,45,-30.416906,25,33.80204,15,40.290825,8,-31.91484,15,-108.498625,8,0,0,1557,96,35526
1558,97,07-Apr-97,12.54001,48,15.425156,25,0.464854,48,0.353492,25,97.299396,48,97.36976,25,36.178424,47,35.155765,24,135.260417,48,296.40432,25,-8.993627,47,-47.201002,24,7.083818,11,69.966,1,-18.046364,11,-312.54,1,0,0,1558,97,35527
1559,98,08-Apr-97,6.987188,48,7.110668,25,0.889258,48,0.943184,25,97.273646,48,97.24428,25,36.346033,44,38.215381,23,7.979042,48,28.6932,25,17.162427,42,14.467388,23,-5.5979,10,-9.0318,6,-17.49567,10,-35.817233,6,0.016764,0,1559,98,35528
1560,99,09-Apr-97,6.164654,48,6.369808,25,0.862242,48,0.818904,25,97.465417,48,97.52224,25,32.71869,42,32.44033,21,62.859485,48,126.108928,25,2.665631,39,-16.567371,19,39.6415,2,39.6415,2,-196.5905,2,-196.5905,2,0,0,1560,99,35529
1561,100,10-Apr-97,15.610854,48,16.446,25,0.738615,48,0.685868,25,96.521125,48,96.59184,25,34.484016,48,34.710667,25,61.116885,48,123.382936,25,-15.959298,48,-27.085671,25,8.3357,7,9999,0,-100.770267,9,-530.302,2,0.039624,0,1561,100,35530
1562,101,11-Apr-97,2.288184,44,1.714681,21,0.864675,44,0.858271,21,96.624886,44,96.642571,21,33.722201,44,33.164447,21,44.260441,44,99.611448,21,34.649692,38,23.977582,17,13.371433,3,9999,0,1.916333,3,-9999,0,0,0,1562,101,35531
1563,102,12-Apr-97,0.678054,48,2.05056,25,0.638442,48,0.554624,25,97.287,48,97.3098,25,35.812171,46,35.474556,23,151.543229,48,332.37584,25,2.591705,43,-46.124437,21,403.640667,3,36.192,1,-287.43,1,-287.43,1,0,0,1563,102,35532
1564,103,13-Apr-97,4.099475,48,6.289568,25,0.5709,48,0.467268,25,97.419229,48,97.48396,25,33.511292,48,32.419619,25,144.630035,48,326.195588,25,1.407815,46,-48.342804,23,31.383,2,31.383,2,-205.272,2,-205.272,2,0,0,1564,103,35533
1565,104,14-Apr-97,9.597062,48,12.064,25,0.478615,48,0.417344,25,97.298896,48,97.35784,25,35.889755,48,37.622874,25,148.530256,48,333.420372,25,-9.782176,47,-48.819346,25,51.770013,15,73.27567,10,-203.7828,15,-328.3238,10,0,0,1565,104,35534
1566,105,15-Apr-97,15.0462,48,17.766576,25,0.482213,48,0.416364,25,97.198854,48,97.23964,25,36.770212,48,36.735493,25,145.526335,48,330.366564,25,-20.682946,48,-51.674071,25,38.216996,23,58.651177,13,-124.88245,22,-241.993085,13,0.003302,0,1566,105,35535
1567,106,16-Apr-97,13.295219,48,14.49136,25,0.754731,48,0.755652,25,97.509417,48,97.5922,25,35.867692,48,35.841164,25,99.158998,48,218.563564,25,-13.684907,48,-41.474715,25,40.5165,16,81.536786,7,-14.448688,17,-75.21535,8,0,0,1567,106,35536
1568,107,17-Apr-97,15.017852,48,17.49068,25,0.617854,48,0.502404,25,97.466563,48,97.56988,25,34.612777,48,35.236983,25,155.99696,48,333.070848,25,-24.708287,48,-69.141745,25,130.627275,8,348.548,3,-71.190829,7,-324.855,2,0,0,1568,107,35537
1569,108,18-Apr-97,17.359396,48,19.95676,25,0.575969,48,0.533968,25,96.722417,48,96.72364,25,35.535143,48,34.86492,25,116.547408,48,269.82544,25,-16.958599,48,-44.375163,25,149.608075,20,68.3276,5,-39.482059,17,-250.2368,5,0,0,1569,108,35538
1570,109,19-Apr-97,19.919615,39,23.562895,19,0.578849,39,0.447037,19,96.334615,39,96.376579,19,34.192935,39,33.172095,19,176.516808,39,412.045316,19,-39.40249,38,-94.809938,18,-8.23312,5,9999,0,27.2702,5,-9999,0,0,0,1570,109,35539
1571,110,20-Apr-97,21.566667,48,24.30364,25,0.574225,48,0.488916,25,95.9325,48,95.90216,25,35.012791,48,34.278394,25,144.125792,48,319.53952,25,-28.681116,48,-65.462514,25,78.036007,14,51.27765,2,-21.471077,13,-169.6435,2,0,0,1571,110,35540
1572,111,21-Apr-97,19.184021,48,21.42036,25,0.636915,48,0.56634,25,95.830521,48,95.85124,25,35.722785,48,34.695571,25,128.364813,48,278.32984,25,-20.163245,48,-55.475359,25,13.905132,19,43.137,6,-34.239411,19,-142.014333,6,0.00508,0,1572,111,35541
1573,112,22-Apr-97,15.460833,48,16.53952,25,0.645798,48,0.605924,25,96.218292,48,96.3052,25,36.344317,48,36.39654,25,148.902583,48,314.03308,25,-11.832562,48,-40.197116,25,96.69259,20,151.0382,10,-189.038025,20,-317.9815,10,0,0,1573,112,35542
1574,113,23-Apr-97,12.847631,48,13.866956,25,0.631031,48,0.591776,25,96.410938,48,96.49744,25,36.166564,48,36.233282,25,135.326727,48,303.44912,25,-13.415282,48,-47.723232,25,22.785947,17,51.636167,6,-60.625353,17,-244.3325,6,0,0,1574,113,35543
1575,114,24-Apr-97,9.974308,48,9.917228,25,0.815412,48,0.81738,25,96.340813,48,96.31908,25,35.265909,46,36.919359,23,8.216196,48,30.258376,25,13.016865,45,9.056238,23,23.98616,10,31.8915,6,7.03764,10,-1.7936,6,0.023368,0,1575,114,35544
1576,115,25-Apr-97,8.939802,48,9.218032,25,0.969698,48,0.969064,25,96.855542,48,96.8682,25,32.453443,47,31.073232,24,18.313035,48,38.221404,25,7.114766,37,-2.789403,17,9999,0,9999,0,-796.63,1,-796.63,1,0.027686,0,1576,115,35545
1577,116,26-Apr-97,9.741631,48,10.170112,25,0.979519,48,0.97586,25,96.858917,48,96.85228,25,33.944189,46,33.920139,23,22.692752,48,45.330076,25,2.52188,41,-6.189107,19,456.10185,2,909.31,1,-283.5154,2,-565.31,1,0.015748,0,1577,116,35546
1578,117,27-Apr-97,12.016925,48,13.566504,25,0.770942,48,0.690668,25,96.52825,48,96.5512,25,33.815055,48,34.726389,25,125.264769,48,262.096544,25,-22.555165,44,-60.206051,23,9999,0,9999,0,-9999,0,-9999,0,0,0,1578,117,35547
1579,118,28-Apr-97,14.607283,48,17.070324,25,0.615229,48,0.497528,25,96.233833,48,96.27328,25,35.056525,47,35.236607,24,159.012271,48,346.02488,25,-17.660866,46,-71.738525,23,86.3849,8,98.506,7,-208.42925,8,-240.547857,7,0,0,1579,118,35548
1580,119,29-Apr-97,19.308573,48,21.6963,25,0.622415,48,0.510684,25,95.866062,48,95.92288,25,34.681419,48,36.720929,25,175.24836,48,367.80672,25,-23.456328,46,-63.844676,23,163.7763,7,105.0708,5,-243.668333,6,-302.238,5,0,0,1580,119,35549
1581,120,30-Apr-97,17.659621,48,18.82572,25,0.59774,48,0.493412,25,96.053625,48,96.21276,25,37.507359,48,37.503074,25,133.079417,48,302.49032,25,-9.210588,48,-32.596487,25,99.237608,24,70.756333,12,-84.256591,22,-204.9985,12,0,0,1581,120,35550
1582,121,01-May-97,17.581842,48,19.884032,25,0.586496,48,0.444524,25,96.031125,48,96.15256,25,36.219478,48,36.126822,25,162.10564,48,351.118188,25,-19.839748,48,-54.1836,25,58.631005,19,133.4305,8,-57.490868,19,-174.3215,8,0.014224,0,1582,121,35551
1583,122,02-May-97,17.783208,48,19.88852,25,0.634115,48,0.573808,25,95.940729,48,95.8344,25,37.460407,48,37.41087,25,170.83234,48,359.510496,25,-10.828224,47,-36.233619,24,79.579343,21,168.096667,9,-51.372543,21,-161.831111,9,0,0,1583,122,35552
1584,123,03-May-97,12.825931,48,14.216888,25,0.579906,48,0.515088,25,97.587604,48,97.70484,25,36.242781,48,36.337979,25,166.397854,48,370.41268,25,-3.61635,48,-43.600409,25,59.220731,16,85.6595,10,-173.337819,16,-297.924,10,0,0,1584,123,35553
1585,124,04-May-97,17.349877,48,20.202664,25,0.514098,48,0.410924,25,97.617833,48,97.74468,25,35.129513,48,35.211286,25,176.118613,48,374.595216,25,-17.25144,48,-53.195447,25,38.3263,15,99.25038,5,-81.01164,15,-296.99072,5,0,0,1585,124,35554
1586,125,05-May-97,21.461646,48,23.38696,25,0.500288,48,0.418652,25,97.049958,48,97.02456,25,36.03241,48,35.521391,25,157.122375,48,338.77736,25,-32.065857,48,-69.994367,25,49.172168,19,88.04625,8,-77.597158,19,-267.136,8,0,0,1586,125,35555
1587,126,06-May-97,21.319389,36,23.976208,24,0.702814,36,0.616092,24,97.161722,36,97.177042,24,36.217362,36,36.602591,24,212.955594,36,334.680225,24,-34.215416,36,-60.729708,24,53.046658,12,93.759,7,-99.940867,12,-178.516557,7,0.001016,0,1587,126,35556
1588,127,07-May-97,21.708739,46,23.24228,25,0.827304,46,0.765008,25,96.615783,46,96.60568,25,35.018524,46,35.191964,25,92.340604,46,185.420588,25,-21.15983,45,-35.474672,25,46.885494,16,106.273,7,-40.791375,16,-109.932414,7,0.014224,0,1588,127,35557
1589,128,08-May-97,19.029208,48,21.28156,25,0.870923,48,0.836036,25,96.941792,48,96.96832,25,37.111878,47,34.331105,24,91.493513,48,183.816112,25,-15.569647,46,-41.010886,23,63.480357,21,134.051,4,-2.489245,20,-9.1348,4,0.002286,0,1589,128,35558
1590,129,09-May-97,14.898271,48,16.37088,25,0.614996,48,0.510976,25,97.846375,48,97.94004,25,39.173487,48,39.134903,25,162.424238,48,340.253772,25,-11.544662,48,-38.738971,25,84.914668,38,153.223665,20,-74.036568,37,-164.069316,19,0,0,1590,129,35559
1591,130,10-May-97,15.422498,48,18.109528,25,0.526933,48,0.415476,25,97.631667,48,97.71332,25,37.625319,48,37.379046,25,173.644037,48,378.826712,25,-11.909518,48,-55.568577,25,54.685512,26,114.826192,13,-104.088484,25,-222.460931,13,0,0,1591,130,35560
1592,131,11-May-97,18.345604,48,21.07984,25,0.568219,48,0.475568,25,96.932458,48,96.94952,25,37.166315,48,36.796666,25,174.271387,48,368.721064,25,-19.084428,48,-57.93189,25,59.89727,27,100.30873,10,-66.550365,26,-218.87235,10,0,0,1592,131,35561
1593,132,12-May-97,14.937479,48,15.27028,25,0.562979,48,0.533724,25,96.939229,48,97.03156,25,36.801517,48,36.012312,25,99.736269,48,217.589956,25,-8.607666,48,-33.354053,25,28.139244,27,41.840892,12,-26.236454,26,-72.029508,12,0,0,1593,132,35562
1594,133,13-May-97,19.575979,48,22.3926,25,0.54365,48,0.457364,25,96.278958,48,96.29848,25,36.173769,48,35.889661,25,180.017342,48,390.894056,25,-19.5091,48,-51.535031,25,64.906169,26,107.777493,14,-114.456385,26,-254.074286,14,0,0,1594,133,35563
1595,134,14-May-97,21.173479,48,23.00788,25,0.521521,48,0.426004,25,96.624208,48,96.73784,25,34.51142,48,34.832505,25,149.4481,48,315.979632,25,-24.276574,48,-58.328179,25,90.551631,16,118.932367,3,-9.515647,15,-174.824333,3,0,0,1595,134,35564
1596,135,15-May-97,19.660062,48,22.50812,25,0.563069,48,0.461708,25,97.001479,48,97.03924,25,34.22531,48,33.658258,25,150.809854,48,317.47672,25,-22.509482,48,-63.172783,25,13.560556,16,59.650333,3,11.041581,16,7.522333,3,0,0,1596,135,35565
1597,136,16-May-97,20.316479,48,23.11904,25,0.657281,48,0.532256,25,97.199875,48,97.2766,25,35.031174,48,34.849226,25,190.208123,48,384.747108,25,-27.80171,48,-72.57984,25,33.862832,22,93.909086,7,-47.351159,22,-149.103286,7,0,0,1597,136,35566
1598,137,17-May-97,24.156854,48,26.77376,25,0.660617,48,0.589376,25,96.627604,48,96.64708,25,33.816582,48,33.504748,25,185.011271,48,393.07692,25,-34.274281,48,-72.12694,25,15.044314,21,43.958167,6,10.551238,21,-61.552833,6,0,0,1598,137,35567
1599,138,18-May-97,24.756625,48,26.83284,25,0.665356,48,0.579456,25,96.248229,48,96.27908,25,33.628904,48,33.424028,25,182.795581,48,391.875964,25,-28.82252,48,-60.94597,25,22.80474,25,65.37845,8,-11.7567,25,-125.452063,8,0.03683,0,1599,138,35568
1600,139,19-May-97,17.030125,48,15.59844,25,0.867506,48,0.905848,25,96.612125,48,96.70648,25,36.317354,48,37.689831,25,30.931412,48,73.911248,25,4.497063,48,-0.486843,25,29.49445,30,50.174087,16,-47.602484,32,-55.507965,17,0.003556,0,1600,139,35569
1601,140,20-May-97,17.033333,48,18.16124,25,0.770667,48,0.70076,25,97.110708,48,97.15364,25,37.337433,48,36.514976,25,130.898044,48,255.843952,25,-13.419849,48,-34.455605,25,44.683038,39,89.061471,17,-47.212654,39,-115.547759,17,0,0,1601,140,35570
1602,141,21-May-97,17.416104,48,18.115,25,0.819344,48,0.776552,25,97.267333,48,97.30064,25,37.102094,48,36.96903,25,91.692879,48,178.05174,25,-8.808735,48,-23.197826,25,49.71812,35,85.31235,20,-36.622611,35,-63.402365,20,0,0,1602,141,35571
1603,142,22-May-97,18.947187,48,19.95308,25,0.756277,48,0.710052,25,97.136813,48,97.18428,25,36.934133,48,36.931843,25,86.15525,48,171.634964,25,-11.983029,48,-28.268922,25,26.090444,27,50.263942,12,-15.209689,27,-41.36365,12,0,0,1603,142,35572
1604,143,23-May-97,20.958208,48,22.6186,25,0.839552,48,0.78976,25,96.8315,48,96.86196,25,34.743305,48,33.759962,25,105.483217,48,214.680992,25,-19.554829,46,-42.391509,23,44.237372,25,59.01778,10,-28.381433,24,-92.49669,10,0.002032,0,1604,143,35573
1605,144,24-May-97,22.358521,48,24.4476,25,0.785619,48,0.698616,25,96.332271,48,96.35488,25,33.24785,48,31.597103,25,180.053983,48,362.315868,25,-28.902497,44,-66.607407,22,39.433205,20,106.547488,8,-61.93839,20,-160.17725,8,0.00889,0,1605,144,35574
1606,145,25-May-97,22.485333,48,23.50932,25,0.901819,48,0.862416,25,95.865938,48,95.83636,25,33.61827,47,32.175253,24,112.521258,48,228.692328,25,-21.07562,45,-45.098094,22,-2.535953,17,3.64285,4,3.290276,17,-2.904475,4,0.003048,0,1606,145,35575
1607,146,26-May-97,24.712563,48,27.26064,25,0.776444,48,0.661304,25,95.949583,48,95.96464,25,35.543184,44,34.99074,23,183.915694,48,381.937612,25,-34.28891,42,-75.530262,21,17.327353,19,78.361717,6,-4.563621,19,-50.355383,6,0,0,1607,146,35576
1608,147,27-May-97,20.594542,48,22.0374,25,0.728413,48,0.639732,25,96.741083,48,96.81452,25,33.891334,47,33.276671,24,168.036056,48,349.18544,25,-25.875112,47,-64.865735,24,9.151461,18,33.759,3,15.553194,18,-22.929433,3,0,0,1608,147,35577
1609,148,28-May-97,17.240833,48,18.76368,25,0.744915,48,0.640752,25,97.267771,48,97.34312,25,34.351452,48,33.644859,25,182.94226,48,378.863808,25,-20.409277,48,-56.596457,25,27.502781,27,94.917425,8,-30.333819,27,-125.74175,8,0,0,1609,148,35578
1610,149,29-May-97,20.663104,48,22.96096,25,0.724858,48,0.615028,25,96.951958,48,96.99808,25,35.106297,47,34.912879,24,172.024671,48,347.62686,25,-18.220096,47,-48.000638,24,45.1179,29,116.815273,11,-46.924976,29,-138.122545,11,0.04064,0,1610,149,35579
1611,150,30-May-97,19.30025,48,20.0194,25,0.892121,48,0.89334,25,96.856792,48,96.85268,25,38.26846,48,38.913293,25,81.07194,48,172.041736,25,-9.582732,48,-30.0634,25,40.629245,33,78.696325,16,-12.068467,33,-33.36065,16,0.027686,0,1611,150,35580
1612,151,31-May-97,19.702667,48,22.13388,25,0.705375,48,0.609968,25,97.093917,48,97.17888,25,35.371298,46,33.189677,25,189.400646,48,390.572156,25,-14.847461,42,-51.831991,22,46.910537,16,202.1196,4,-51.758969,16,-231.318875,4,0,0,1612,151,35581
1613,152,01-Jun-97,21.039604,48,23.19536,25,0.663754,48,0.56382,25,96.647271,48,96.72188,25,35.449719,46,35.85436,23,196.037946,48,402.08228,25,-32.66867,44,-83.924566,23,34.864547,19,127.06874,5,-20.789689,19,-114.27138,5,0,0,1613,152,35582
1614,153,02-Jun-97,20.876979,48,22.25412,25,0.660279,48,0.621168,25,96.444563,48,96.48544,25,34.780054,43,33.522676,20,139.223519,48,286.022528,25,-8.721082,41,-41.614649,18,32.4516,18,71.9814,5,-24.3775,19,-67.528,5,0,0,1614,153,35583
1615,154,03-Jun-97,19.135667,48,20.08628,25,0.811606,48,0.802248,25,96.707938,48,96.78204,25,35.760454,48,35.670298,25,72.299519,48,157.530596,25,-3.101397,48,-22.362785,25,61.764134,29,110.108563,16,-39.930187,30,-66.080494,16,0.00254,0,1615,154,35584
1616,155,04-Jun-97,20.664,48,22.6652,25,0.769308,48,0.700008,25,96.634437,48,96.65004,25,35.7151,48,35.824227,25,176.226756,48,356.271692,25,-20.312,48,-55.592505,25,58.705004,26,139.476536,11,-73.513919,26,-176.377382,11,0,0,1616,155,35585
1617,156,05-Jun-97,20.420875,48,22.5194,25,0.705279,48,0.607928,25,96.445688,48,96.48588,25,35.248284,47,35.342243,25,191.773958,48,391.81084,25,-28.684261,47,-67.67869,25,47.100557,23,123.478556,9,-47.112579,24,-125.2739,10,0,0,1617,156,35586
1618,157,06-Jun-97,21.329917,48,23.52584,25,0.708154,48,0.623504,25,96.351208,48,96.39508,25,34.587199,48,34.315161,25,124.60575,48,261.32428,25,-12.218808,48,-37.784707,25,41.457587,30,100.984786,14,-44.41909,29,-103.122929,14,0,0,1618,157,35587
1619,158,07-Jun-97,22.325146,48,24.60296,25,0.69791,48,0.592244,25,96.613688,48,96.66284,25,34.660862,48,34.506508,25,158.252465,48,324.980944,25,-22.325232,48,-56.52596,25,27.455642,24,93.436786,7,-13.417142,24,-71.597857,7,0,0,1619,158,35588
1620,159,08-Jun-97,20.329813,48,21.27908,25,0.896792,48,0.8826,25,96.575833,48,96.6254,25,33.709724,48,34.365719,25,54.300275,48,118.16956,25,-6.95761,48,-21.700179,25,25.720929,28,48.518673,15,-16.338539,28,-34.398107,15,0.001778,0,1620,159,35589
1621,160,09-Jun-97,19.554813,48,20.36244,25,0.94335,48,0.916988,25,96.672542,48,96.68092,25,36.11713,48,36.169628,25,67.811928,47,138.4788,24,-11.827239,48,-22.848059,25,15.303127,30,44.667583,12,-21.237442,31,-56.673815,13,0.008636,0,1621,160,35590
